Transaction_ID,Customer_ID,Product_ID,Product_Name,Date,Unit_Price,Category,Date_year,Date_month,Date_day,Predicted_Price
af94a71a-243a-45e6-8585-da6650d5ba39,5524,9,Whole Wheat Pasta,2012-09-04,63.15,Pantry,2012.0,9.0,4.0,44.79080916011552
24fcb15f-4433-438f-b175-3afc899cfb34,5524,3,Organic Eggs (12),2012-09-16,55.7,Dairy,2012.0,9.0,16.0,43.43853771138842
3b57ff93-d720-4125-b645-e217dccd152a,5524,3,Organic Eggs (12),2012-09-28,77.13,Dairy,2012.0,9.0,28.0,43.46794978578823
ec31f781-fe7d-4c8a-8593-cb5412ada758,5524,8,Almond Milk,2012-10-10,70.93,Dairy Alternatives,2012.0,10.0,10.0,44.22627695103043
3f22f526-10e2-45a2-b4d0-e427166e7698,5524,2,Brown Bread,2012-10-23,56.78,Bakery,2012.0,10.0,23.0,44.6985980341867
4cb96e99-cecc-4086-9069-258f548ce6a7,5524,3,Organic Eggs (12),2012-11-04,72.55,Dairy,2012.0,11.0,4.0,43.00102547597905
eb7a430e-5eae-406a-b5ef-3c8d0bab1137,5524,1,Fresh Milk,2012-11-16,55.2,Dairy,2012.0,11.0,16.0,43.030437550378856
37da9fed-1c39-4eb5-adb6-1fdf37d98bc7,5524,2,Brown Bread,2012-11-28,75.85,Bakery,2012.0,11.0,28.0,44.50680298468184
cc820e3a-b452-4f33-a390-899d7b9a3237,5524,7,Greek Yogurt,2012-12-11,67.29,Dairy,2012.0,12.0,11.0,42.81413243887415
5ae4e2dd-d0d5-49b1-9ff7-9931019a88d0,5524,6,Cheddar Cheese,2012-12-23,76.76,Dairy,2012.0,12.0,23.0,42.843544513273955
130518fe-882f-498a-baa0-0ece78874218,5524,8,Almond Milk,2013-01-04,69.48,Dairy Alternatives,2013.0,1.0,4.0,43.37327255639093
7e957d2b-ecdc-4067-983c-fde3bb17d644,5524,5,Chicken Breast,2013-01-17,66.99,Meat,2013.0,1.0,17.0,42.213757982595695
28b5202c-695b-4fd1-8750-a85072936679,5524,5,Chicken Breast,2013-01-29,76.41,Meat,2013.0,1.0,29.0,42.243170056995496
e2f5c781-c409-4c67-a60d-13a4f411475d,5524,7,Greek Yogurt,2013-02-10,72.76,Dairy,2013.0,2.0,10.0,42.17743315573935
da3fc365-c924-4bb1-9955-f0d25ea9d797,5524,4,Avocado,2013-02-22,68.98,Produce,2013.0,2.0,22.0,42.48005165226394
3f68bc7c-f704-428b-a9e3-b48c419f93a4,5524,5,Chicken Breast,2013-03-07,53.06,Meat,2013.0,3.0,7.0,41.78114775958629
22193f1b-ab90-445e-88e7-d4b0ffff5121,5524,9,Whole Wheat Pasta,2013-03-19,71.41,Pantry,2013.0,3.0,19.0,43.377125654161325
19e23990-4520-4d88-806a-89134413ed8c,5524,1,Fresh Milk,2013-03-31,72.22,Dairy,2013.0,3.0,31.0,42.024854205434224
879d5f2e-76a4-4fd2-a059-a025f255daef,5524,3,Organic Eggs (12),2013-04-13,60.1,Dairy,2013.0,4.0,13.0,41.77668601332974
9a4b8088-e5ed-4fbd-a706-73312551905d,5524,8,Almond Milk,2013-04-25,63.08,Dairy Alternatives,2013.0,4.0,25.0,42.812593445076224
a32c31f4-3173-4411-86aa-ec4f4759ae7c,5524,6,Cheddar Cheese,2013-05-07,70.92,Dairy,2013.0,5.0,7.0,41.55792989562505
7286a545-f4cc-4ec8-a269-63a834cf67e7,5524,6,Cheddar Cheese,2013-05-19,69.86,Dairy,2013.0,5.0,19.0,41.58734197002485
27503be8-1c36-4d45-aa12-a290517f43ff,5524,3,Organic Eggs (12),2013-06-01,66.81,Dairy,2013.0,6.0,1.0,41.33917377792036
d053a32a-5ca8-4542-b426-c8aa36c7de15,5524,1,Fresh Milk,2013-06-13,59.43,Dairy,2013.0,6.0,13.0,41.368585852320166
a59aa689-1a4a-4180-8d18-fbb6d9051c03,5524,7,Greek Yogurt,2013-06-25,69.16,Dairy,2013.0,6.0,25.0,41.39799792671997
53381ed9-1126-4f23-92fc-424f512cb411,2174,9,Whole Wheat Pasta,2014-03-08,3.64,Pantry,2014.0,3.0,8.0,40.67541550397884
0b997cb8-840d-4d35-b71c-07d042c7361b,2174,9,Whole Wheat Pasta,2014-05-01,4.1,Pantry,2014.0,5.0,1.0,40.250158299569385
ad690a18-ec1b-4fb9-a4f2-3151e29292dc,2174,9,Whole Wheat Pasta,2014-06-25,4.43,Pantry,2014.0,6.0,25.0,40.10493236786421
55f84754-64ba-4c2f-8992-fefb73640a20,2174,6,Cheddar Cheese,2014-08-18,3.93,Dairy,2014.0,8.0,18.0,38.29799164032785
026859a3-678c-4ebd-9c4f-cdbc1bbf9c10,2174,3,Organic Eggs (12),2014-10-12,4.88,Dairy,2014.0,10.0,12.0,37.87518544211838
9df777ad-4843-42f9-aa2f-e3b11fdf6061,2174,3,Organic Eggs (12),2014-12-05,4.6,Dairy,2014.0,12.0,5.0,37.44992823770892
93972de7-e72f-4eaf-a93e-280fb62b03d7,4141,4,Avocado,2013-08-21,43.68,Produce,2013.0,8.0,21.0,41.25330016303524
e33e4156-6950-4b5f-8d08-fe6efe2729e4,4141,9,Whole Wheat Pasta,2013-09-06,35.07,Pantry,2013.0,9.0,6.0,42.12096209053283
f171ecfd-1bc7-409f-9b3c-3507da98fcf3,4141,1,Fresh Milk,2013-09-22,33.82,Dairy,2013.0,9.0,22.0,40.77849466660566
dbf050f4-8cfc-45c2-a36e-0f7ca7784542,4141,8,Almond Milk,2013-10-08,43.27,Dairy Alternatives,2013.0,10.0,8.0,41.54662585664779
184aab57-1eee-4c40-9bea-a45e18079d2a,4141,6,Cheddar Cheese,2013-10-24,31.42,Dairy,2013.0,10.0,24.0,40.57934659850084
acf02796-dc04-4e20-b3f4-70c3778c0053,4141,6,Cheddar Cheese,2013-11-09,41.54,Dairy,2013.0,11.0,9.0,40.338531424996305
8448e23a-d729-46db-8b13-f3a3cefa4526,4141,2,Brown Bread,2013-11-25,41.99,Bakery,2013.0,11.0,25.0,41.82470088409922
d27bd5bf-bbe6-4034-88c0-f09810760334,4141,3,Organic Eggs (12),2013-12-12,34.86,Dairy,2013.0,12.0,12.0,40.14183436309147
026d5c82-d96a-4137-b63d-c56ad5bbee83,4141,8,Almond Milk,2013-12-28,29.89,Dairy Alternatives,2013.0,12.0,28.0,41.1875458196379
8cf6a2b1-5336-451d-abb8-3c9b56b00ce1,4141,6,Cheddar Cheese,2014-01-13,42.63,Dairy,2014.0,1.0,13.0,39.714087172861426
ae3e3107-e490-4494-a658-60a3f1ebe01c,4141,9,Whole Wheat Pasta,2014-01-29,30.39,Pantry,2014.0,1.0,29.0,41.13498679518806
b51943f9-dc7d-4779-9266-37f93319fe9e,4141,3,Organic Eggs (12),2014-02-14,40.56,Dairy,2014.0,2.0,14.0,39.512488098556624
b5d3fe94-3878-4791-8479-12285ed410d6,4141,7,Greek Yogurt,2014-03-02,37.31,Dairy,2014.0,3.0,2.0,39.27902594365204
94babac8-0497-41e0-ae9a-dc86066f2545,4141,1,Fresh Milk,2014-03-18,37.52,Dairy,2014.0,3.0,18.0,39.31824204285177
99b91161-5c5f-4793-82a9-7c8bc9dc9235,4141,3,Organic Eggs (12),2014-04-04,43.92,Dairy,2014.0,4.0,4.0,39.07987787554722
36ffc151-3750-42a4-bd13-aab7e1715de2,4141,3,Organic Eggs (12),2014-04-20,31.65,Dairy,2014.0,4.0,20.0,39.11909397474696
1c56b2f0-66dd-4459-8379-3fdf015370a1,4141,3,Organic Eggs (12),2014-05-06,43.74,Dairy,2014.0,5.0,6.0,38.8807298074424
abd6c915-9ce3-4bcc-b58c-f7cbdcdf9807,4141,8,Almond Milk,2014-05-22,33.77,Dairy Alternatives,2014.0,5.0,22.0,39.92644126398883
7ecd84bc-43f4-44ab-b7f3-168bcb6e4b22,4141,9,Whole Wheat Pasta,2014-06-07,42.18,Pantry,2014.0,6.0,7.0,40.0608142562645
d7a40b79-346a-4e7a-84d8-c717afbdac8b,4141,7,Greek Yogurt,2014-06-23,39.44,Dairy,2014.0,6.0,23.0,38.71834683233734
4efbf2b2-3547-4a9d-a344-65247a18e4d8,4141,1,Fresh Milk,2014-07-09,41.23,Dairy,2014.0,7.0,9.0,38.47998266503278
869311d5-3974-4015-b676-0a9a7c6af55e,6182,8,Almond Milk,2014-02-10,5.83,Dairy Alternatives,2014.0,2.0,10.0,40.50917943110338
d465d287-eb96-4e84-9ba2-78dce2c305a1,6182,1,Fresh Milk,2014-03-24,5.32,Dairy,2014.0,3.0,24.0,39.33294808005168
9235ac2f-a722-4713-8c25-30288d903a8c,6182,4,Avocado,2014-05-05,5.52,Produce,2014.0,5.0,5.0,39.151485223367196
b7d2cf35-56a0-4520-8a16-fcb205198503,6182,2,Brown Bread,2014-06-17,6.88,Bakery,2014.0,6.0,17.0,40.150594155040615
8e4a3296-3593-4c7c-85fc-8660ea226c40,6182,9,Whole Wheat Pasta,2014-07-29,6.51,Pantry,2014.0,7.0,29.0,39.910686312159356
1d1df9f4-d7d1-4df7-9106-d8e930949139,6182,7,Greek Yogurt,2014-09-09,7.19,Dairy,2014.0,9.0,9.0,38.07188250402321
be8e92b0-850b-4f82-90ac-7b016784d3cf,6182,9,Whole Wheat Pasta,2014-10-22,6.14,Pantry,2014.0,10.0,22.0,39.281379027245116
183648e3-e58a-461f-82c2-eb0c9a21d868,6182,3,Organic Eggs (12),2014-12-03,5.34,Dairy,2014.0,12.0,3.0,37.44502622530895
4496a967-7490-4ed6-8dcf-d537b919f52e,5324,1,Fresh Milk,2014-01-19,19.58,Dairy,2014.0,1.0,19.0,39.728793210061326
9f1efcf9-33cf-400c-8706-34267bf5e2fb,5324,1,Fresh Milk,2014-02-02,22.19,Dairy,2014.0,2.0,2.0,39.48307602415682
c61f784d-d2bf-4f31-b016-218de01c0e61,5324,3,Organic Eggs (12),2014-02-16,19.27,Dairy,2014.0,2.0,16.0,39.51739011095659
c0a2b61d-5ef0-4169-ab6d-ece3acbc0864,5324,5,Chicken Breast,2014-03-02,23.81,Meat,2014.0,3.0,2.0,39.094143646603705
5a957130-e9f2-4126-a7d0-80c9e1173bbe,5324,1,Fresh Milk,2014-03-17,23.89,Dairy,2014.0,3.0,17.0,39.31579103665179
5b0433ea-4fcc-4561-9b21-dc009788ce37,5324,5,Chicken Breast,2014-03-31,19.8,Meat,2014.0,3.0,31.0,39.16522282640323
27b9bf46-2dd1-452f-bd94-be40afc3ef43,5324,2,Brown Bread,2014-04-14,18.02,Bakery,2014.0,4.0,14.0,40.551341297450236
dc90d62e-e153-4940-b329-32a0c1ce2ce1,5324,4,Avocado,2014-04-28,26.42,Produce,2014.0,4.0,28.0,39.41190844647161
b50e18ae-10a0-4dcd-9204-1731ef8fe294,5324,7,Greek Yogurt,2014-05-13,25.27,Dairy,2014.0,5.0,13.0,38.89788685084228
32270161-24c4-401a-a609-150031395300,5324,7,Greek Yogurt,2014-05-27,21.41,Dairy,2014.0,5.0,27.0,38.93220093764206
1a17b9fb-0298-4664-b041-46651d8c96fe,5324,2,Brown Bread,2014-06-10,25.5,Bakery,2014.0,6.0,10.0,40.13343711164073
c2f8c5e6-48af-43cb-89eb-167fb43f3432,5324,2,Brown Bread,2014-06-24,25.86,Bakery,2014.0,6.0,24.0,40.167751198440506
61391b5e-c647-47f2-a722-f884a56c34d9,5324,9,Whole Wheat Pasta,2014-07-09,18.57,Pantry,2014.0,7.0,9.0,39.86166618815968
b0653050-db01-4d48-a230-a84d6f9734e6,5324,6,Cheddar Cheese,2014-07-23,22.54,Dairy,2014.0,7.0,23.0,38.51429675183255
a10479c7-f999-43b3-9947-e246e0bacafe,5324,4,Avocado,2014-08-06,20.0,Produce,2014.0,8.0,6.0,38.54178598805282
b3d80e6b-8dde-48ff-9fdc-6d844f5a0f8a,5324,9,Whole Wheat Pasta,2014-08-20,19.91,Pantry,2014.0,8.0,20.0,39.68457717585472
585456c4-d8ab-4794-9463-14b59a2ebed1,5324,8,Almond Milk,2014-09-04,18.5,Dairy Alternatives,2014.0,9.0,4.0,39.066122830369984
6bcb04ab-4ff0-4963-9a39-0a982b887a49,5324,6,Cheddar Cheese,2014-09-18,19.58,Dairy,2014.0,9.0,18.0,38.093941559823065
c0fc531b-9d09-42bc-b03a-fbfe143ea9a1,5324,7,Greek Yogurt,2014-10-02,20.44,Dairy,2014.0,10.0,2.0,37.85067538011854
3914d59d-95c5-497e-aa10-361227fb81bb,7446,3,Organic Eggs (12),2013-09-09,29.64,Dairy,2013.0,9.0,9.0,40.746631586005876
9322e587-b5f8-4617-bd13-a1c14a838435,7446,6,Cheddar Cheese,2013-09-24,38.81,Dairy,2013.0,9.0,24.0,40.78339667900563
faac684e-4909-4263-98a3-8da0cf677efe,7446,8,Almond Milk,2013-10-10,32.61,Dairy Alternatives,2013.0,10.0,10.0,41.55152786904776
322718e4-92b7-4085-91a9-37ba3effee28,7446,6,Cheddar Cheese,2013-10-26,28.2,Dairy,2013.0,10.0,26.0,40.58424861090081
201fb773-79f8-4ea3-bf0d-f7c178cdb04e,7446,8,Almond Milk,2013-11-11,31.53,Dairy Alternatives,2013.0,11.0,11.0,41.34992879474296
1bf10b30-5734-4792-ac48-f206d1eb45e2,7446,3,Organic Eggs (12),2013-11-27,37.43,Dairy,2013.0,11.0,27.0,40.38264953659601
1629ef84-7cd7-4892-9434-3055d444ef55,7446,6,Cheddar Cheese,2013-12-13,29.43,Dairy,2013.0,12.0,13.0,40.14428536929145
5fc8fea7-dfa8-4cc0-a7e8-1914f10a0e68,7446,7,Greek Yogurt,2013-12-29,36.47,Dairy,2013.0,12.0,29.0,40.183501468491194
86877496-23e0-4446-80c2-a976c1a56ec8,7446,2,Brown Bread,2014-01-13,36.19,Bakery,2014.0,1.0,13.0,41.16104053276461
06abcd89-89e8-4396-b07e-e0db052bf2f8,7446,6,Cheddar Cheese,2014-01-29,36.32,Dairy,2014.0,1.0,29.0,39.75330327206117
cc102402-9d32-4fbe-bde2-2cf76fb95b27,7446,5,Chicken Breast,2014-02-14,32.8,Meat,2014.0,2.0,14.0,39.3276058015083
74d75307-efed-4932-953e-4606baacf6d2,7446,6,Cheddar Cheese,2014-03-02,36.31,Dairy,2014.0,3.0,2.0,39.27902594365204
9e76bd51-7e0c-40ca-ab20-fb1588799349,7446,6,Cheddar Cheese,2014-03-18,29.34,Dairy,2014.0,3.0,18.0,39.31824204285177
f2a473f6-82d5-4fba-a8a5-705ae90ebee6,7446,7,Greek Yogurt,2014-04-03,31.39,Dairy,2014.0,4.0,3.0,39.077426869347235
